gtm,year,game_date,era_cum,h_cum,hr_cum,er_cum,so_cum
111,1966,1966-08-06,3.34,947,102,378,677
112,1966,1966-08-07,3.36,960,103,384,684
113,1966,,3.39,974,106,390,688
114,1966,,3.4,984,106,395,698
115,1966,1966-08-09,3.39,991,106,397,701
116,1966,1966-08-12,3.36,994,106,397,706
117,1966,1966-08-13,3.36,1000,107,400,710
118,1966,,3.35,1005,108,402,713
119,1966,,3.35,1015,108,405,718
120,1966,1966-08-16,3.33,1021,108,406,722
121,1966,1966-08-17,3.33,1029,109,409,727
122,1966,1966-08-19,3.35,1042,112,416,731
123,1966,1966-08-20,3.34,1047,112,417,737
124,1966,1966-08-21,3.33,1058,112,419,739
125,1966,1966-08-22,3.3,1066,112,419,744
126,1966,1966-08-23,3.3,1074,114,422,750
127,1966,1966-08-24,3.33,1088,116,430,756
128,1966,1966-08-26,3.34,1094,116,434,764
129,1966,1966-08-27,3.33,1102,117,436,771
130,1966,1966-08-28,3.34,1114,120,441,778
131,1966,1966-08-29,3.35,1123,120,445,780
132,1966,1966-08-30,3.32,1131,120,445,787
133,1966,1966-08-31,3.31,1135,120,446,793
134,1966,1966-09-01,3.3,1141,120,448,797
135,1966,1966-09-02,3.31,1155,120,453,804
136,1966,1966-09-03,3.31,1162,121,456,812
137,1966,1966-09-04,3.29,1171,121,457,819
138,1966,1966-09-05,3.3,1182,122,461,823
139,1966,1966-09-06,3.27,1185,122,461,826
140,1966,1966-09-07,3.26,1196,122,463,831
141,1966,1966-09-09,3.24,1204,122,464,840
142,1966,1966-09-10,3.3,1221,122,475,844
143,1966,,3.3,1231,123,479,851
144,1966,,3.28,1234,123,479,859
145,1966,1966-09-13,3.27,1241,124,481,864
146,1966,1966-09-14,3.26,1246,125,483,876
147,1966,1966-09-15,3.27,1254,127,487,880
148,1966,1966-09-16,3.28,1261,127,492,890
149,1966,1966-09-17,3.28,1272,130,496,901
150,1966,1966-09-18,3.26,1278,130,497,906
151,1966,1966-09-19,3.28,1288,132,503,915
152,1966,1966-09-20,3.29,1298,134,508,918
153,1966,1966-09-21,3.29,1305,135,512,926
154,1966,1966-09-24,3.28,1313,135,515,937
155,1966,1966-09-25,3.28,1322,135,517,940
